Zm00001d027230	Zm00001eb000010
Zm00001d050274	chr4_78061302_78072995_-
Zm00001d050275	chr4_78215574_78216614_-
Zm00001d050277	Zm00001eb178780
Zm00001d050279	chr4_78520596_78521096_+
Zm00001d050281	Zm00001eb178800
Zm00001d050283	Zm00001eb178810
Zm00001d050284	Zm00001eb178820
Zm00001d050285	Zm00001eb178840
Zm00001d050286	chr4_79083228_79083485_+
Zm00001d050287	Zm00001eb178860
Zm00001d050288	chr4_79112415_79116951_-
Zm00001d050289	chr4_79128452_79131240_-
Zm00001d050293	Zm00001eb178890
Zm00001d050294	Zm00001eb178900
Zm00001d050295	chr4_79607237_79611711_-
Zm00001d050296	chr4_79611677_79612521_+
Zm00001d050298	Zm00001eb178910
Zm00001d050299	Zm00001eb178920
Zm00001d050300	Zm00001eb178930
Zm00001d050301	chr4_80001640_80001962_-
Zm00001d050302	Zm00001eb178940
Zm00001d050303	Zm00001eb178950
Zm00001d050304	Zm00001eb178960
Zm00001d050307	Zm00001eb178980
Zm00001d050308	Zm00001eb178990
Zm00001d050310	Zm00001eb179000
Zm00001d050313	chr4_80699544_80719582_+
Zm00001d050314	chr4_80721090_80734528_+
Zm00001d050315	Zm00001eb179010
Zm00001d050316	Zm00001eb179020
Zm00001d050317	Zm00001eb179030
Zm00001d050318	chr4_81279789_81280471_+
Zm00001d050319	Zm00001eb179040
Zm00001d050320	Zm00001eb179050
Zm00001d050321	chr4_81546875_81547728_+
Zm00001d050322	Zm00001eb179060
Zm00001d050323	Zm00001eb179080
Zm00001d050324	Zm00001eb179090
Zm00001d050326	Zm00001eb179100
Zm00001d050328	chr4_81687056_81692061_-
Zm00001d050329	Zm00001eb179120
Zm00001d050330	Zm00001eb179130
Zm00001d050333	Zm00001eb179140
Zm00001d050334	Zm00001eb179140
Zm00001d050335	Zm00001eb179160
Zm00001d050336	Zm00001eb179170
Zm00001d050337	Zm00001eb179180
Zm00001d050338	Zm00001eb179180
Zm00001d050339	Zm00001eb179190
Zm00001d050340	Zm00001eb179200
Zm00001d050341	Zm00001eb179210
Zm00001d050343	Zm00001eb179230
Zm00001d050344	Zm00001eb179240
Zm00001d050346	Zm00001eb179260
Zm00001d050347	Zm00001eb179280
Zm00001d050350	Zm00001eb179290
Zm00001d050352	Zm00001eb179310
Zm00001d050353	Zm00001eb179310
Zm00001d050355	Zm00001eb179320
Zm00001d050357	Zm00001eb179330
Zm00001d050358	chr4_83628117_83628784_-
Zm00001d050359	Zm00001eb179340
Zm00001d050365	Zm00001eb179390
Zm00001d050368	Zm00001eb179440
Zm00001d050371	Zm00001eb179460
Zm00001d050372	Zm00001eb179470
Zm00001d050374	Zm00001eb179480
Zm00001d050375	Zm00001eb179490
Zm00001d050378	chr4_84925116_84933003_+
Zm00001d050382	Zm00001eb179530
Zm00001d050383	Zm00001eb179540
Zm00001d050384	Zm00001eb179550
Zm00001d050386	chr4_85317488_85317828_-
Zm00001d050388	chr4_85352157_85352858_-
Zm00001d050389	Zm00001eb179560
Zm00001d050393	Zm00001eb179570
Zm00001d050394	Zm00001eb179590
Zm00001d050395	Zm00001eb179600
Zm00001d050396	Zm00001eb179610
Zm00001d050400	Zm00001eb179650
Zm00001d050401	Zm00001eb179660
Zm00001d050402	Zm00001eb179670
Zm00001d050403	Zm00001eb179680
Zm00001d050404	Zm00001eb179690
Zm00001d050406	Zm00001eb179710
Zm00001d050409	Zm00001eb179730
Zm00001d050410	Zm00001eb179740
Zm00001d050411	Zm00001eb179750
Zm00001d050412	Zm00001eb179760
Zm00001d050415	chr4_86992744_86992992_-
Zm00001d050416	Zm00001eb179770
Zm00001d050417	Zm00001eb179780
Zm00001d050422	Zm00001eb179790
Zm00001d050424	chr4_87334116_87334572_+
Zm00001d050425	chr4_87390356_87391024_-
Zm00001d050428	Zm00001eb179810
Zm00001d050430	Zm00001eb179820
Zm00001d050432	chr4_87725095_87726013_-
Zm00001d050433	Zm00001eb179830
Zm00001d050434	Zm00001eb179840
Zm00001d050436	Zm00001eb179870
Zm00001d050437	Zm00001eb179900
Zm00001d050440	Zm00001eb179940
Zm00001d050441	chr4_88712151_88717242_-
Zm00001d050442	chr4_88720022_88720886_+
Zm00001d050443	Zm00001eb179960
Zm00001d050445	chr4_88849507_88850004_-
Zm00001d050446	chr4_88885959_88886297_+
Zm00001d050448	Zm00001eb179980
Zm00001d050449	Zm00001eb180000
Zm00001d050451	chr4_89167688_89168525_+
Zm00001d050452	Zm00001eb180020
Zm00001d050455	Zm00001eb180060
Zm00001d050456	Zm00001eb180070
Zm00001d050457	Zm00001eb180080
Zm00001d050459	chr4_90073444_90098069_-
Zm00001d050460	Zm00001eb180090
Zm00001d050462	Zm00001eb180100
Zm00001d050463	Zm00001eb180110
Zm00001d050463	Zm00001eb180120
Zm00001d050464	chr4_90617642_90618270_-
Zm00001d050465	Zm00001eb180130
Zm00001d050466	Zm00001eb180130
Zm00001d050468	chr4_90879551_90880327_-
Zm00001d050469	Zm00001eb180140
Zm00001d050470	Zm00001eb180150
Zm00001d050472	chr4_91229907_91231701_-
Zm00001d050474	Zm00001eb180170
Zm00001d050475	Zm00001eb180180
Zm00001d050477	chr4_91481046_91483689_-
Zm00001d050479	Zm00001eb180210
Zm00001d050480	chr4_91875358_91876703_-
Zm00001d050482	chr4_92020171_92020524_+
Zm00001d050483	Zm00001eb180220
Zm00001d050484	Zm00001eb180260
Zm00001d050487	chr4_92675274_92676496_-
Zm00001d050488	Zm00001eb180290
Zm00001d050489	Zm00001eb180290
Zm00001d050490	chr4_92964956_92965680_-
Zm00001d050493	Zm00001eb180330
Zm00001d050495	Zm00001eb180340
Zm00001d050496	Zm00001eb180350
Zm00001d050498	Zm00001eb180360
Zm00001d050500	chr4_93982624_93983388_+
Zm00001d050501	Zm00001eb180420
Zm00001d050502	chr4_94489670_94492303_+
Zm00001d050503	chr4_94505812_94567408_+
Zm00001d050505	chr4_94735768_94736449_+
Zm00001d050506	chr4_94752269_94753581_+
Zm00001d050507	Zm00001eb180450
Zm00001d050508	chr4_94941426_94942685_-
Zm00001d050509	Zm00001eb180460
Zm00001d050510	chr4_95054539_95056580_-
Zm00001d050511	chr4_95077346_95077753_-
Zm00001d050512	chr4_95148650_95148922_+
Zm00001d050514	Zm00001eb180470
Zm00001d050515	chr4_95629970_95631072_+
Zm00001d050518	Zm00001eb180480
Zm00001d050521	Zm00001eb180490
Zm00001d050526	Zm00001eb180520
Zm00001d050529	Zm00001eb180570
Zm00001d050530	Zm00001eb180590
Zm00001d050532	Zm00001eb180610
Zm00001d050533	Zm00001eb180620
Zm00001d050534	chr4_97663952_97666524_+
Zm00001d050608	Zm00001eb180650
Zm00001d050609	Zm00001eb180650
Zm00001d050607	Zm00001eb180660
Zm00001d050606	Zm00001eb180670
Zm00001d050605	chr4_97996129_97997257_-
Zm00001d050604	Zm00001eb180680
Zm00001d050603	Zm00001eb180690
Zm00001d050602	chr4_98431004_98435085_+
Zm00001d050601	Zm00001eb180710
Zm00001d050600	Zm00001eb180720
Zm00001d050599	chr4_98460340_98464999_-
Zm00001d050598	chr4_98466823_98467460_+
Zm00001d050595	Zm00001eb180730
Zm00001d050594	chr4_98504708_98505437_+
Zm00001d050593	Zm00001eb180740
Zm00001d050588	Zm00001eb180760
Zm00001d050585	Zm00001eb180780
Zm00001d050584	Zm00001eb180790
Zm00001d050583	Zm00001eb180800
Zm00001d050580	Zm00001eb180810
Zm00001d050577	Zm00001eb180830
Zm00001d050575	Zm00001eb180850
Zm00001d050573	chr4_100161871_100163922_+
Zm00001d050574	Zm00001eb180860
Zm00001d050572	Zm00001eb180880
Zm00001d050568	chr4_100344391_100344555_-
Zm00001d050567	Zm00001eb180890
Zm00001d050565	Zm00001eb180900
Zm00001d050563	Zm00001eb180910
Zm00001d050559	chr4_101013861_101014422_-
Zm00001d050558	Zm00001eb180930
Zm00001d050557	Zm00001eb180950
Zm00001d050553	Zm00001eb181000
Zm00001d050552	chr4_102005514_102005843_+
Zm00001d050551	Zm00001eb181010
Zm00001d050552	Zm00001eb181020
Zm00001d050551	Zm00001eb181030
Zm00001d050550	Zm00001eb181040
Zm00001d050548	Zm00001eb181050
Zm00001d050544	Zm00001eb181080
Zm00001d050541	chr4_102846436_102858176_+
Zm00001d050536	chr4_103636651_103637454_-
Zm00001d050535	Zm00001eb181090
Zm00001d050610	Zm00001eb181100
Zm00001d050611	chr4_104245754_104246334_+
Zm00001d050612	Zm00001eb181130
Zm00001d050612	Zm00001eb181120
Zm00001d050614	Zm00001eb181140
Zm00001d050615	Zm00001eb181150
Zm00001d050616	Zm00001eb181160
Zm00001d050618	Zm00001eb181170
Zm00001d050620	chr4_104989143_105046254_-
Zm00001d050621	chr4_105045989_105046210_+
Zm00001d050620	chr4_105062080_105062256_-
Zm00001d050623	Zm00001eb181190
Zm00001d050625	Zm00001eb181200
Zm00001d050627	chr4_105524128_105524670_-
Zm00001d050628	Zm00001eb181210
Zm00001d053414	chr4_106339496_106340247_+
Zm00001d050633	Zm00001eb181230
Zm00001d050635	Zm00001eb181260
Zm00001d050636	chr4_107762465_107763057_+
Zm00001d050637	Zm00001eb181270
Zm00001d050640	Zm00001eb181280
Zm00001d050642	Zm00001eb181290
Zm00001d050643	Zm00001eb181300
Zm00001d050643	Zm00001eb181310
Zm00001d050644	chr4_109003811_109004293_-
Zm00001d050645	Zm00001eb181370
Zm00001d050649	Zm00001eb181410
Zm00001d050655	Zm00001eb181460
Zm00001d050656	chr4_113646373_113646973_-
Zm00001d050658	Zm00001eb181500
Zm00001d050660	chr4_114098145_114099105_+
Zm00001d026142	chr4_114159771_114160108_-
Zm00001d050664	Zm00001eb181510
Zm00001d050666	Zm00001eb181530
Zm00001d050667	chr4_114753522_114756305_+
Zm00001d050669	Zm00001eb181550
Zm00001d050670	chr4_115377821_115382380_-
Zm00001d050671	Zm00001eb181570
Zm00001d050673	Zm00001eb181580
Zm00001d050674	Zm00001eb181590
Zm00001d050675	Zm00001eb181600
Zm00001d050676	chr4_116288971_116289680_+
Zm00001d050678	chr4_116392605_116392823_+
Zm00001d050682	Zm00001eb181620
Zm00001d050684	chr4_116482564_116484106_+
Zm00001d050687	chr4_116516255_116517626_+
Zm00001d050689	Zm00001eb181650
Zm00001d050690	chr4_116643547_116643822_-
Zm00001d050694	Zm00001eb181690
Zm00001d050696	Zm00001eb181710
Zm00001d050697	Zm00001eb181740
Zm00001d050698	Zm00001eb181760
Zm00001d050700	Zm00001eb181770
Zm00001d050701	chr4_117854912_117855399_+
Zm00001d050702	Zm00001eb181780
Zm00001d050704	Zm00001eb181790
Zm00001d050705	Zm00001eb181800
Zm00001d050708	Zm00001eb181820
Zm00001d050709	Zm00001eb181830
Zm00001d050712	Zm00001eb181840
Zm00001d050714	Zm00001eb181850
Zm00001d050715	Zm00001eb181860
Zm00001d050716	Zm00001eb181880
Zm00001d050717	Zm00001eb181900
Zm00001d050718	chr4_119771602_119771881_+
Zm00001d050723	Zm00001eb181940
Zm00001d050725	Zm00001eb181950
Zm00001d050726	Zm00001eb181960
Zm00001d050728	Zm00001eb181960
Zm00001d050730	Zm00001eb181970
Zm00001d050735	Zm00001eb181980
Zm00001d050737	Zm00001eb181990
Zm00001d050741	Zm00001eb182000
Zm00001d050745	chr4_121580259_121590875_-
Zm00001d050747	Zm00001eb182010
Zm00001d050748	Zm00001eb182020
Zm00001d050753	Zm00001eb182070
Zm00001d050754	Zm00001eb182080
Zm00001d050755	Zm00001eb182090
Zm00001d050757	chr4_122177489_122177712_-
Zm00001d050758	chr4_122178151_122178634_+
Zm00001d050764	Zm00001eb182120
Zm00001d050768	Zm00001eb182130
Zm00001d050770	Zm00001eb182140
Zm00001d050770	Zm00001eb182150
Zm00001d050771	Zm00001eb182150
Zm00001d050771	Zm00001eb182160
Zm00001d050771	Zm00001eb182170
Zm00001d050774	Zm00001eb182180
Zm00001d050775	Zm00001eb182190
Zm00001d050776	Zm00001eb182210
Zm00001d050781	Zm00001eb182260
Zm00001d050783	Zm00001eb182270
Zm00001d050785	Zm00001eb182290
Zm00001d050787	Zm00001eb182300
Zm00001d050790	Zm00001eb182310
Zm00001d050792	Zm00001eb182320
Zm00001d050793	Zm00001eb182330
Zm00001d050794	chr4_124472280_124472791_-
Zm00001d050797	chr4_124620530_124622175_-
Zm00001d050798	Zm00001eb182360
Zm00001d050800	Zm00001eb182380
Zm00001d050803	chr4_124920878_124924200_-
Zm00001d050805	Zm00001eb182430
Zm00001d050805	Zm00001eb182440
Zm00001d050805	Zm00001eb182450
Zm00001d050807	chr4_124998524_124999215_+
Zm00001d050808	chr4_125009830_125010314_-
Zm00001d050809	chr4_125035178_125036909_-
Zm00001d050810	Zm00001eb182460
Zm00001d050811	Zm00001eb182470
Zm00001d050813	chr4_125323171_125323671_+
Zm00001d050815	Zm00001eb182480
Zm00001d050816	Zm00001eb182490
Zm00001d050821	chr4_125656589_125657459_-
Zm00001d050822	Zm00001eb182540
Zm00001d050823	Zm00001eb182550
Zm00001d050824	Zm00001eb182560
Zm00001d050826	Zm00001eb182580
Zm00001d050827	Zm00001eb182590
Zm00001d050828	chr4_126040563_126041006_-
Zm00001d050829	chr4_126041604_126042323_+
Zm00001d050830	Zm00001eb182610
Zm00001d050831	Zm00001eb182620
Zm00001d050833	Zm00001eb182640
Zm00001d050834	Zm00001eb182650
Zm00001d050836	Zm00001eb182700
Zm00001d050837	Zm00001eb182740
Zm00001d050838	Zm00001eb182750
Zm00001d050840	Zm00001eb182770
Zm00001d050841	chr4_128099216_128099851_+
Zm00001d050844	Zm00001eb182780
Zm00001d050845	chr4_128461740_128462989_-
Zm00001d050847	Zm00001eb182790
Zm00001d050848	Zm00001eb182800
Zm00001d050850	Zm00001eb182820
Zm00001d050851	Zm00001eb182830
Zm00001d050853	Zm00001eb182840
Zm00001d050860	Zm00001eb182870
Zm00001d050861	Zm00001eb182890
Zm00001d050862	Zm00001eb182900
Zm00001d050863	Zm00001eb182910
Zm00001d050864	chr4_129352083_129352340_-
Zm00001d050865	Zm00001eb182920
Zm00001d050866	chr4_129458271_129458537_-
Zm00001d050867	Zm00001eb182930
Zm00001d050868	Zm00001eb182940
Zm00001d050870	Zm00001eb182960
Zm00001d050871	chr4_129735688_129735987_-
Zm00001d050872	Zm00001eb182980
Zm00001d050873	Zm00001eb183000
Zm00001d050874	Zm00001eb183010
Zm00001d050876	chr4_129978087_129978609_+
Zm00001d050880	Zm00001eb183040
Zm00001d050880	Zm00001eb183050
Zm00001d050883	Zm00001eb183080
Zm00001d050884	Zm00001eb183100
Zm00001d050885	Zm00001eb183150
Zm00001d050886	Zm00001eb183160
Zm00001d050889	Zm00001eb183170
Zm00001d050892	chr4_130686088_130686800_+
Zm00001d050893	Zm00001eb183190
Zm00001d050894	chr4_130695500_130697490_+
Zm00001d050896	chr4_130821481_130821879_-
Zm00001d050897	Zm00001eb183200
Zm00001d050899	Zm00001eb183220
Zm00001d050903	Zm00001eb183250
Zm00001d050904	Zm00001eb183260
Zm00001d050905	Zm00001eb183270
Zm00001d050907	Zm00001eb183280
Zm00001d050908	Zm00001eb183290
Zm00001d050910	Zm00001eb183320
Zm00001d050911	chr4_132149555_132150058_-
Zm00001d050913	Zm00001eb183340
Zm00001d050914	Zm00001eb183350
Zm00001d050915	Zm00001eb183370
Zm00001d050916	Zm00001eb183380
Zm00001d050917	Zm00001eb183390
Zm00001d050918	Zm00001eb183400
Zm00001d050920	Zm00001eb183410
Zm00001d050921	Zm00001eb183420
Zm00001d050922	chr4_133437739_133460032_+
Zm00001d050923	Zm00001eb183430
Zm00001d050924	Zm00001eb183450
Zm00001d050925	Zm00001eb183460
Zm00001d050926	chr4_133836077_133836624_-
Zm00001d050927	chr4_133853462_133862670_-
Zm00001d050928	Zm00001eb183490
Zm00001d050929	Zm00001eb183500
Zm00001d050931	chr4_134285318_134285836_-
Zm00001d050933	chr4_134478898_134480585_+
Zm00001d050934	Zm00001eb183520
Zm00001d050935	Zm00001eb183530
Zm00001d050936	Zm00001eb183540
Zm00001d050937	Zm00001eb183550
Zm00001d050938	Zm00001eb183560
Zm00001d050942	Zm00001eb183580
Zm00001d050943	Zm00001eb183590
Zm00001d050944	Zm00001eb183600
Zm00001d050947	Zm00001eb183610
Zm00001d050948	Zm00001eb183620
Zm00001d050950	chr4_135127434_135138492_+
Zm00001d050952	Zm00001eb183630
Zm00001d050953	Zm00001eb183640
Zm00001d050955	Zm00001eb183650
Zm00001d050955	Zm00001eb183660
Zm00001d050955	Zm00001eb183680
Zm00001d050959	Zm00001eb183690
Zm00001d050960	Zm00001eb183700
Zm00001d050961	Zm00001eb183710
Zm00001d050962	chr4_135690243_135691257_-
Zm00001d050963	Zm00001eb183740
Zm00001d050964	Zm00001eb183750
Zm00001d050965	Zm00001eb183760
Zm00001d050967	Zm00001eb183760
Zm00001d050969	Zm00001eb183770
Zm00001d050970	Zm00001eb183780
Zm00001d050971	chr4_136235304_136235650_+
Zm00001d050972	Zm00001eb183800
Zm00001d050972	Zm00001eb183790
Zm00001d050973	chr4_136587132_136588388_+
Zm00001d050974	Zm00001eb183810
Zm00001d050977	Zm00001eb183820
Zm00001d050978	Zm00001eb183830
Zm00001d050981	Zm00001eb183860
Zm00001d050983	Zm00001eb183870
Zm00001d050984	chr4_137178676_137179065_-
Zm00001d050988	Zm00001eb183910
Zm00001d051493	Zm00001eb183920
Zm00001d050989	Zm00001eb183920
Zm00001d050990	Zm00001eb183930
Zm00001d050992	Zm00001eb183950
Zm00001d050995	Zm00001eb183980
Zm00001d050999	chr4_137933021_137933503_+
Zm00001d051000	Zm00001eb183990
Zm00001d051001	Zm00001eb184000
Zm00001d051004	chr4_138255250_138255474_-
Zm00001d051005	Zm00001eb184010
Zm00001d051007	Zm00001eb184020
Zm00001d051008	chr4_138394960_138396509_-
Zm00001d051009	Zm00001eb184040
Zm00001d051012	Zm00001eb184050
Zm00001d051014	Zm00001eb184070
Zm00001d051015	Zm00001eb184080
Zm00001d051016	Zm00001eb184090
Zm00001d051017	Zm00001eb184100
Zm00001d051018	Zm00001eb184110
Zm00001d051020	Zm00001eb184150
Zm00001d051021	Zm00001eb184160
Zm00001d051023	Zm00001eb184170
Zm00001d051025	Zm00001eb184180
Zm00001d051026	Zm00001eb184190
Zm00001d051029	chr4_139587830_139589548_-
Zm00001d051030	chr4_139604652_139606745_+
Zm00001d051031	chr4_139607906_139609192_-
Zm00001d051030	Zm00001eb184230
Zm00001d051033	Zm00001eb184240
Zm00001d051036	Zm00001eb184250
Zm00001d051039	Zm00001eb184290
Zm00001d051041	Zm00001eb184300
Zm00001d051043	Zm00001eb184310
Zm00001d051044	Zm00001eb184320
Zm00001d051045	Zm00001eb184330
Zm00001d051047	Zm00001eb184340
Zm00001d051048	Zm00001eb184350
Zm00001d051048	Zm00001eb184360
Zm00001d051049	chr4_140632699_140633341_-
Zm00001d051050	Zm00001eb184370
Zm00001d051050	Zm00001eb184380
Zm00001d051052	Zm00001eb184410
Zm00001d051053	Zm00001eb184420
Zm00001d051054	Zm00001eb184440
Zm00001d051055	Zm00001eb184450
Zm00001d051056	Zm00001eb184470
Zm00001d051057	Zm00001eb184480
Zm00001d051060	Zm00001eb184490
Zm00001d051061	Zm00001eb184500
Zm00001d051062	Zm00001eb184510
Zm00001d051063	Zm00001eb184520
Zm00001d051064	chr4_142054401_142055144_+
Zm00001d051065	Zm00001eb184540
Zm00001d051067	Zm00001eb184560
Zm00001d051068	chr4_142475863_142476708_+
Zm00001d051069	Zm00001eb184570
Zm00001d051070	chr4_142571857_142572608_-
Zm00001d051072	Zm00001eb184590
Zm00001d051075	Zm00001eb184600
Zm00001d051079	chr4_143066894_143067473_+
Zm00001d051080	Zm00001eb184610
Zm00001d051081	Zm00001eb184620
Zm00001d051082	Zm00001eb184630
Zm00001d051083	Zm00001eb184640
Zm00001d051085	Zm00001eb184650
Zm00001d051086	chr4_143531167_143531493_+
Zm00001d051088	Zm00001eb184670
Zm00001d051089	chr4_143630503_143632629_+
Zm00001d051090	Zm00001eb184690
Zm00001d051091	chr4_143721182_143724507_+
Zm00001d051092	Zm00001eb184700
Zm00001d051093	Zm00001eb184710
Zm00001d051094	Zm00001eb184720
Zm00001d051094	Zm00001eb184730
Zm00001d051096	Zm00001eb184750
Zm00001d051099	Zm00001eb184760
Zm00001d002587	chr4_144558622_144560169_+
Zm00001d051102	Zm00001eb184780
Zm00001d051103	Zm00001eb184790
Zm00001d051103	Zm00001eb184800
Zm00001d051104	chr4_144675946_144676117_+
Zm00001d051105	chr4_144676153_144676552_-
Zm00001d051104	chr4_144676199_144676626_+
Zm00001d051105	chr4_144676638_144676871_-
Zm00001d051104	chr4_144676936_144677240_+
Zm00001d051105	chr4_144677516_144677589_-
Zm00001d051109	chr4_145072320_145074405_+
Zm00001d051110	Zm00001eb184830
Zm00001d051111	Zm00001eb184840
Zm00001d051112	Zm00001eb184850
Zm00001d051113	chr4_145511992_145512694_-
Zm00001d051114	Zm00001eb184870
Zm00001d051115	Zm00001eb184880
Zm00001d051116	chr4_145921038_145922220_-
Zm00001d051117	Zm00001eb184890
Zm00001d051118	Zm00001eb184900
Zm00001d051119	Zm00001eb184920
Zm00001d051120	Zm00001eb184930
Zm00001d051121	Zm00001eb184940
Zm00001d051122	chr4_146402938_146418580_-
Zm00001d051123	chr4_146508154_146509723_-
Zm00001d051125	Zm00001eb184970
Zm00001d051126	Zm00001eb185000
Zm00001d051127	Zm00001eb185010
Zm00001d051128	Zm00001eb185020
Zm00001d051129	Zm00001eb185030
Zm00001d051130	Zm00001eb185040
Zm00001d051135	Zm00001eb185070
Zm00001d051136	Zm00001eb185080
Zm00001d051138	Zm00001eb185090
Zm00001d051139	Zm00001eb185100
Zm00001d051140	Zm00001eb185110
Zm00001d051141	chr4_147430589_147431565_+
Zm00001d051142	Zm00001eb185120
Zm00001d051143	Zm00001eb185130
Zm00001d051145	Zm00001eb185140
Zm00001d051147	chr4_147654963_147655568_+
Zm00001d051149	Zm00001eb185160
Zm00001d051151	chr4_148003611_148009057_-
Zm00001d051154	Zm00001eb185180
Zm00001d051156	chr4_148246451_148247464_+
Zm00001d051157	Zm00001eb185220
Zm00001d051158	Zm00001eb185230
Zm00001d051159	chr4_148483742_148484062_+
Zm00001d051161	Zm00001eb185240
Zm00001d051163	Zm00001eb185250
Zm00001d051164	Zm00001eb185250
Zm00001d051166	Zm00001eb185260
Zm00001d051167	chr4_148783201_148784272_-
Zm00001d051169	Zm00001eb185280
Zm00001d051170	chr4_148852360_148852725_+
Zm00001d051172	Zm00001eb185290
Zm00001d051174	Zm00001eb185300
Zm00001d051175	chr4_149035059_149042375_-
Zm00001d051178	Zm00001eb185310
Zm00001d051179	Zm00001eb185320
Zm00001d051180	Zm00001eb185330
Zm00001d051182	chr4_149429318_149431638_+
Zm00001d051183	Zm00001eb185340
Zm00001d051184	chr4_149522886_149524676_-
Zm00001d051186	chr4_149533449_149536461_-
Zm00001d051187	Zm00001eb185350
Zm00001d051187	Zm00001eb185370
Zm00001d051188	Zm00001eb185370
Zm00001d051189	chr4_149682593_149683072_-
Zm00001d051193	Zm00001eb185390
Zm00001d051194	Zm00001eb185400
Zm00001d051199	Zm00001eb185410
Zm00001d051200	Zm00001eb185430
Zm00001d051202	Zm00001eb185440
Zm00001d051203	Zm00001eb185450
Zm00001d051205	Zm00001eb185460
Zm00001d051206	Zm00001eb185470
Zm00001d051207	Zm00001eb185480
Zm00001d051210	Zm00001eb185500
Zm00001d051211	Zm00001eb185510
Zm00001d051211	Zm00001eb185540
Zm00001d051214	Zm00001eb185550
Zm00001d051216	Zm00001eb185560
Zm00001d051219	Zm00001eb185570
Zm00001d051223	Zm00001eb185580
Zm00001d051225	Zm00001eb185590
Zm00001d051227	Zm00001eb185610
Zm00001d051229	Zm00001eb185620
Zm00001d051231	chr4_151191793_151191966_-
Zm00001d051232	Zm00001eb185630
Zm00001d051233	Zm00001eb185640
Zm00001d051234	Zm00001eb185650
Zm00001d051235	Zm00001eb185660
Zm00001d051238	Zm00001eb185670
Zm00001d051239	Zm00001eb185680
Zm00001d051240	chr4_151570601_151572301_-
Zm00001d051241	Zm00001eb185690
Zm00001d051242	Zm00001eb185700
Zm00001d051244	Zm00001eb185710
Zm00001d051245	Zm00001eb185730
Zm00001d051246	Zm00001eb185740
Zm00001d051246	Zm00001eb185760
Zm00001d051247	Zm00001eb185770
Zm00001d051248	chr4_152331905_152332156_+
Zm00001d051249	Zm00001eb185780
Zm00001d051250	Zm00001eb185800
Zm00001d051251	Zm00001eb185830
Zm00001d051252	chr4_152603717_152606551_-
Zm00001d051253	chr4_152606698_152607799_+
Zm00001d051254	Zm00001eb185840
Zm00001d051258	Zm00001eb185870
Zm00001d051259	Zm00001eb185880
Zm00001d051260	Zm00001eb185890
Zm00001d051261	Zm00001eb185890
Zm00001d051262	Zm00001eb185900
Zm00001d051264	Zm00001eb185910
Zm00001d051265	chr4_152986298_152988724_-
Zm00001d051267	Zm00001eb185920
Zm00001d051268	Zm00001eb185930
Zm00001d051269	chr4_153145135_153146883_+
Zm00001d051272	Zm00001eb185950
Zm00001d051280	chr4_153305689_153305862_-
Zm00001d051281	chr4_153347997_153348068_-
Zm00001d051286	Zm00001eb185960
Zm00001d051287	Zm00001eb185970
Zm00001d051288	Zm00001eb185980
Zm00001d051289	Zm00001eb185990
Zm00001d051290	chr4_153827634_153828639_+
Zm00001d051291	Zm00001eb186000
Zm00001d051293	chr4_154023784_154025737_+
Zm00001d051294	Zm00001eb186010
Zm00001d051296	Zm00001eb186030
Zm00001d051300	chr4_154218161_154244842_-
Zm00001d051301	chr4_154251617_154252201_-
Zm00001d051302	Zm00001eb186060
Zm00001d051304	chr4_154367991_154376969_+
Zm00001d051305	Zm00001eb186090
Zm00001d051306	Zm00001eb186100
Zm00001d051307	Zm00001eb186120
Zm00001d051308	Zm00001eb186130
Zm00001d051309	Zm00001eb186150
Zm00001d051310	chr4_154794150_154800217_+
Zm00001d051311	chr4_154815629_154816240_+
Zm00001d051312	Zm00001eb186160
Zm00001d051313	Zm00001eb186170
Zm00001d051314	Zm00001eb186190
Zm00001d051315	chr4_155169828_155170550_+
Zm00001d051316	Zm00001eb186200
Zm00001d051318	Zm00001eb186210
Zm00001d051320	Zm00001eb186220
Zm00001d051321	Zm00001eb186240
Zm00001d051322	chr4_155939412_155939621_+
Zm00001d051323	Zm00001eb186250
Zm00001d051324	Zm00001eb186260
Zm00001d051325	chr4_156195109_156195657_-
Zm00001d051328	Zm00001eb186280
Zm00001d051329	Zm00001eb186290
Zm00001d051332	chr4_156729873_156732110_-
Zm00001d051333	Zm00001eb186300
Zm00001d051334	Zm00001eb186310
Zm00001d051335	chr4_156824734_156828160_+
Zm00001d051336	Zm00001eb186320
Zm00001d051337	Zm00001eb186330
Zm00001d051338	Zm00001eb186340
Zm00001d051339	Zm00001eb186370
Zm00001d051340	Zm00001eb186380
Zm00001d051341	chr4_157066801_157068220_-
Zm00001d051342	Zm00001eb186400
Zm00001d051342	Zm00001eb186410
Zm00001d051343	Zm00001eb186420
Zm00001d051344	Zm00001eb186440
Zm00001d051345	Zm00001eb186450
Zm00001d051347	Zm00001eb186470
Zm00001d051349	chr4_157254536_157255896_+
Zm00001d051350	Zm00001eb186480
Zm00001d051352	chr4_157473414_157473935_-
Zm00001d051353	chr4_157520393_157521370_+
Zm00001d051355	Zm00001eb186490
Zm00001d051356	Zm00001eb186520
Zm00001d051359	Zm00001eb186530
Zm00001d051360	Zm00001eb186540
Zm00001d051361	Zm00001eb186550
Zm00001d051362	Zm00001eb186570
Zm00001d051363	chr4_157793138_157795579_-
Zm00001d051364	Zm00001eb186580
Zm00001d051365	Zm00001eb186590
Zm00001d051366	Zm00001eb186600
